technique,context_length,model,cache_size,niah,rag_hotpotqa,rag_nq,cite_str_em,cite_citation_rec,cite_citation_prec,recall_jsonkv,rerank,icl_clinic,icl_banking
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w128_c1024_k7_maxpool,,,,,,,,,86.0,84.2
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w256_c512_k7_maxpool,,,,,,,,,85.39999999999999,83.39999999999999
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w64_c1024_k7_maxpool,,,,,,,,,86.8,83.6
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w128_c2048_k7_maxpool,,,,,,,,,87.8,83.8
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w64_c2048_k7_maxpool,,,,,,,,,88.8,83.8
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w256_c2048_k7_maxpool,93.0,52.33333333333333,54.166666666666664,29.516666666666662,1.0167313079077784,4.6,36.0,8.479821138211383,87.8,84.8
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w256_c1024_k7_maxpool,,,,,,,,,85.2,84.0
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w2048_c8192_k7_maxpool,99.0,55.333333333333336,57.49999999999999,36.38333333333333,6.075436818083877,20.071464646464648,78.0,41.57229268292683,89.8,84.6
snapkv,16k,Qwen3-8B,w256_c2048_k7_maxpool,0.0,,,,,,0.0,,,
snapkv,16k,Qwen3-8B,w2048_c8192_k7_maxpool,0.0,,,,,,0.0,,,
snapkv,16k,Yarn-Qwen3-8B,w4096_c32768_k7_maxpool,0.0,,,,,,,,,
snapkv,16k,Yarn-Qwen3-8B,w2048_c32768_k7_maxpool,0.0,,,,,,,,,
snapkv,16k,Yarn-Qwen3-8B,w8192_c16384_k7_maxpool,0.0,,,,,,,,,
snapkv,16k,Yarn-Qwen3-8B,w2048_c16384_k7_maxpool,0.0,,,,,,,,,
snapkv,16k,Yarn-Qwen3-8B,w8192_c32768_k7_maxpool,0.0,,,,,,,,,
snapkv,16k,Yarn-Qwen3-8B,w4096_c16384_k7_maxpool,0.0,,,,,,,,,
snapkv,16k,Yarn-Qwen3-8B,w4096_c8192_k7_maxpool,0.0,,,,,,,,,
snapkv,16k,Yarn-Qwen3-8B,w256_c2048_k7_maxpool,0.0,0.6666666666666667,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,,
snapkv,16k,Yarn-Qwen3-8B,w2048_c8192_k7_maxpool,0.0,0.33333333333333337,0.0,1.0,0.0,0.0,0.0,0.0,,
snapkv,32k,Qwen2.5-7B-Instruct,w32_c4096_k7_maxpool,100.0,62.0,66.0,26.083333333333332,11.078968253968254,15.088383838383837,57.99999999999999,0.0,,
snapkv,32k,Qwen2.5-7B-Instruct,w32_c1024_k7_maxpool,99.0,59.333333333333336,61.16666666666667,20.616666666666667,6.13059163059163,14.036904761904761,23.0,0.0,,
snapkv,32k,Qwen2.5-7B-Instruct,w32_c4096_k5_avgpool,,61.66666666666667,65.0,26.049999999999997,12.370367540955776,15.343055555555555,49.0,0.0,,
snapkv,32k,Llama-3.1-8B-Instruct,w32_c4096_k7_maxpool,99.0,61.0,65.83333333333333,24.683333333333334,1.4666666666666668,2.7916666666666665,77.0,5.123609756097561,,
snapkv,32k,Llama-3.1-8B-Instruct,w32_c1024_k7_maxpool,99.0,59.0,67.16666666666666,16.98333333333333,0.09090909090909091,0.3333333333333333,28.000000000000004,0.13509756097560977,,
snapkv,32k,Llama-3.1-8B-Instruct,w32_c4096_k5_avgpool,,61.33333333333333,65.66666666666666,26.86666666666666,0.08333333333333333,0.09090909090909091,75.0,4.793276422764227,,
